"確定情報","お支払日","ご利用店名（海外ご利用店名／海外都市名）","ご利用日","支払回数","何回目","ご利用金額（円）","現地通貨額・通貨名称・換算レート"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　４円）"
"確定","2025年11月10日","SAETERANTENASHAB SUNGS / SEOUL","2025年9月20日","　１","","13,728","　　　　１２６１００　ウオン　　　　　　　　　０．１０８８７"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　５９円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　５円）"
"確定","2025年11月10日","KRP*EXIMBAY / SEOUL","2025年9月20日","　１","","7,100","　　　　　　７１００　エン　　　　　　　　　　１．０００"
"確定","2025年11月10日","SIAINBIMEUIUEON / SEOUL","2025年9月20日","リボ","","112,210","　　　１０３０７００　ウオン　　　　　　　　　０．１０８８７"
"","","","","","","","内海外利用事務手数料　　　　　　　　　４８３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　４３円）"
"確定","2025年11月10日","THE SHILLA DUTY FREE_IN / INCHEON","2025年9月21日","　１","","13,474","　　　　１２３７６８　ウオン　　　　　　　　　０．１０８８７"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　５８円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　５円）"
"確定","2025年11月10日","無印良品","2025年9月22日","　１","","2,178",""
"確定","2025年11月10日","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2025年9月22日","　１","","1,599",""
"確定","2025年11月10日","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","2025年9月22日","　１","","3,539",""
"確定","2025年11月10日","ＭＪ株式会社","2025年9月22日","　１","","7,500",""
"確定","2025年11月10日","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2025年9月23日","　１","","1,599",""
"確定","2025年11月10日","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2025年9月23日","　１","","1,599",""
"確定","2025年11月10日","ＦＩＬＬＩＮ","2025年9月23日","リボ","","22,320",""
"確定","2025年11月10日","ＡＰＰＬＥ．ＣＯＭ／ＢＩＬＬ","2025年9月26日","　１","","1,180",""
"確定","2025年11月10日","東京ガス　１５４３－３０９－１００４","2025年9月26日","　１","","10,529",""
"確定","2025年11月10日","ＡＰＰＬＥ．ＣＯＭ／ＢＩＬＬ","2025年9月29日","　１","","150",""
"確定","2025年11月10日","メイクマン恵比寿西口店","2025年9月30日","　１","","8,800",""
"確定","2025年11月10日","ｉＴＳＣＯＭ通信サービス利用料","2025年9月30日","　１","","4,576",""
"確定","2025年11月10日","ＡＷＳ　Ｊａｐａｎ","2025年10月2日","　１","","2,614",""
"確定","2025年11月10日","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2025年10月3日","　１","","5,060",""
"確定","2025年11月10日","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2025年10月3日","　１","","3,520",""
"確定","2025年11月10日","ルラ美容クリニック渋谷本院","2025年10月9日","リボ","","43,780",""
"確定","2025年11月10日","ゴ－ルデンタイガ－　宇田川","2025年10月10日","　１","","5,380",""
"確定","2025年11月10日","洋食ａｐｉ","2025年10月10日","　１","","23,350",""
"確定","2025年11月10日","鳥貴族　三軒茶屋店","2025年10月12日","　１","","3,120",""
"確定","2025年11月10日","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","2025年10月13日","　１","","2,980",""
"確定","2025年11月10日","肉ビストロ　灯","2025年10月13日","　１","","8,920",""
"確定","2025年11月10日","Ａｍａｚｏｎプライム会費","2025年10月15日","　１","","600",""
"","","【消費税課税対象合計】","","","","","１０％対象　　　　　　　９８８円　内消費税　　　　　　８９円"
"","","","","","","","登録番号　Ｔ８０１０００１００００１６"
