"確定情報","お支払日","ご利用店名（海外ご利用店名／海外都市名）","ご利用日","支払回数","何回目","ご利用金額（円）","現地通貨額・通貨名称・換算レート"
"確定","2026年1月13日","SSIYU(CU)YUKSAMGANGNAM / SEOUL","2025年12月2日","　１","","630","　　　　　　５８００　ウオン　　　　　　　　　０．１０８６３"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　２円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","MOOINYANGPOOM (JOO) GAN / SEOUL","2025年12月2日","　１","","4,168","　　　　　３８４００　ウオン　　　　　　　　　０．１０８５５"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　１７円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　１円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月2日","　１","","1,894","　　　　　１７４５０　ウオン　　　　　　　　　０．１０８５４"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　８円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","JOOSIKHWESA ASUNGDAISO / SEOUL","2025年12月3日","　１","","835","　　　　　　７７００　ウオン　　　　　　　　　０．１０８４５"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","NOBEULAINDEUBEOGEO YEOK / SEOUL","2025年12月3日","　１","","993","　　　　　　９２００　ウオン　　　　　　　　　０．１０７９４"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　４円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","MOOINYANGPOOM(JOO)LOTTE / SEOUL","2025年12月3日","　１","","2,161","　　　　　２００００　ウオン　　　　　　　　　０．１０８０５"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　９円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","AGODA.COM / INTERNET","2025年12月5日","　１","","17,146","　　　　　１７１４６　エン　　　　　　　　　　１．０００"
"確定","2026年1月13日","GANGNAMJEILYAKKOOK / SEOUL","2025年12月5日","　１","","324","　　　　　　３０００　ウオン　　　　　　　　　０．１０８００"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","JOOSIKHWESA ASUNGDAISO / SEOUL","2025年12月5日","　１","","346","　　　　　　３２００　ウオン　　　　　　　　　０．１０８１３"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月5日","　１","","324","　　　　　　３０００　ウオン　　　　　　　　　０．１０８００"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月5日","　１","","238","　　　　　　２２００　ウオン　　　　　　　　　０．１０８１９"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月5日","　１","","238","　　　　　　２２００　ウオン　　　　　　　　　０．１０８１９"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","GS25 DIEXSLAEBJUM / SEOUL","2025年12月6日","　１","","844","　　　　　　７８００　ウオン　　　　　　　　　０．１０８２１"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月6日","　１","","519","　　　　　　４８００　ウオン　　　　　　　　　０．１０８１３"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　２円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月6日","　１","","259","　　　　　　２４００　ウオン　　　　　　　　　０．１０７９２"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月6日","　１","","411","　　　　　　３８００　ウオン　　　　　　　　　０．１０８１６"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","TRIP.COM / HONG KONG","2025年12月7日","　１","","19,892","　　　　　１９８９２　エン　　　　　　　　　　１．０００"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月7日","　１","","250","　　　　　　２３００　ウオン　　　　　　　　　０．１０８７０"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　１円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","ZIES(GS)25 YUKSAMTEHAE / SEOUL","2025年12月8日","　１","","826","　　　　　　７６００　ウオン　　　　　　　　　０．１０８６９"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月8日","　１","","853","　　　　　　７８００　ウオン　　　　　　　　　０．１０９３６"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","RAPEL.7 / SEOUL","2025年12月9日","　１","","16,325","　　　　１４９０００　ウオン　　　　　　　　　０．１０９５７"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　７０円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　６円）"
"確定","2026年1月13日","ADIDAS  GANGNAM  BRAND / SEOUL","2025年12月9日","　１","","32,521","　　　　２９９０００　ウオン　　　　　　　　　０．１０８７７"
"","","","","","","","内海外利用事務手数料　　　　　　　　　１４０円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　１２円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月9日","　１","","1,201","　　　　　１１０５０　ウオン　　　　　　　　　０．１０８６９"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　５円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","STARBUCKSKOREA / SEOUL","2025年12月10日","　１","","672","　　　　　　　６７２　エン　　　　　　　　　　１．０００"
"確定","2026年1月13日","JOOSIKHOISA EIBIKAPE(AB / SEOUL","2025年12月10日","　１","","759","　　　　　　７０００　ウオン　　　　　　　　　０．１０８４３"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","7-ELEVEN / SEOUL","2025年12月10日","　１","","823","　　　　　　７６００　ウオン　　　　　　　　　０．１０８２９"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","京成スカイライナー","2025年12月11日","　１","","2,580",""
"確定","2026年1月13日","BR KOREA CO.LTD DUNKIN / INCHEON","2025年12月11日","　１","","1,280","　　　　　１１８００　ウオン　　　　　　　　　０．１０８４８"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　　５円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　０円）"
"確定","2026年1月13日","ＳＱ＊Ｄｏｗｎｔｉｍｅ　ｏｎｎｉ","2025年12月13日","　１","","4,200",""
"確定","2026年1月13日","ｉＨｅｒｂ　Ｊａｐａｎ　Ｇ．Ｋ．","2025年12月13日","　１","","5,759",""
"確定","2026年1月13日","CLAUDE.AI SUBSCRIPTION / 4152360599","2025年12月14日","　１","","3,167","　　　　　２０．００　ドル　　　　　　　　１５８．３５０"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　１３円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　１円）"
"確定","2026年1月13日","Ａｍａｚｏｎプライム会費","2025年12月15日","　１","","600",""
"","","≪分割払い≫","","","","","　今回お支払分　　　お支払総額　　内手数料　当月お支払後残高"
"確定","2026年1月13日","Ａｐｐｌｅ　Ｓｔｏｒｅ　Ｓｈｉｂｕｙａ１５回払い　１回目","2025年11月28日","１５","　１","152,804","　　　１１４６６　　１７１５９８　１８７９４　　１６０１３２"
"","","【消費税課税対象合計】","","","","","１０％対象　　　　　　　３０１円　内消費税　　　　　　２７円"
"","","","","","","","登録番号　Ｔ８０１０００１００００１６"
