"確定情報","お支払日","ご利用店名（海外ご利用店名／海外都市名）","ご利用日","支払回数","何回目","ご利用金額（円）","現地通貨額・通貨名称・換算レート"
"確定","2026年4月10日","ららショップ","2026年3月7日","　１","","40",""
"確定","2026年4月10日","ＧＯアプリ〔乗車料金〕","2026年3月10日","　１","","11,930",""
"確定","2026年4月10日","CLAUDE.AI SUBSCRIPTION / 4152360599","2026年3月11日","　１","","32,543","　　　　２００．００　ドル　　　　　　　　１６２．７１５"
"","","","","","","","内海外利用事務手数料　　　　　　　　　１４０円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　１２円）"
"確定","2026年4月10日","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2026年3月13日","　１","","2,222",""
"確定","2026年4月10日","ＧＯアプリ〔乗車料金〕","2026年3月13日","　１","","2,670",""
"確定","2026年4月10日","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","2026年3月14日","　１","","5,058",""
"確定","2026年4月10日","UDEMYEU / DUBLIN","2026年3月14日","　１","","1,500","　　　　　　１５００　エン　　　　　　　　　　１．０００"
"確定","2026年4月10日","CLAUDE.AI SUBSCRIPTION / 4152360599","2026年3月14日","　１","","3,260","　　　　　２０．００　ドル　　　　　　　　１６３．０００"
"","","","","","","","内海外利用事務手数料　　　　　　　　　　１４円"
"","","","","","","","（内消費税　　　　　　　　　　　　　　　　１円）"
"確定","2026年4月10日","Ａｍａｚｏｎプライム会費","2026年3月15日","　１","","600",""
"確定","2026年4月10日","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","2026年3月15日","　１","","33,200",""
"確定","2026年4月10日","Ａｍａｚｏｎ　Ｍａｒｋｅｔ　Ｐｌａｃｅ","2026年3月15日","　１","","2,530",""
"","","≪分割払い≫","","","","","　今回お支払分　　　お支払総額　　内手数料　当月お支払後残高"
"確定","2026年4月10日","Ａｐｐｌｅ　Ｓｔｏｒｅ　Ｓｈｉｂｕｙａ１５回払い　４回目","2025年11月28日","１５","　４","152,804","　　　１１４３８　　１７１５９８　１８７９４　　１２５８１８"
"確定","2026年4月10日","ＡＲＴＥ　ＳＫＩＮ　ＣＬＩＮＩＣ　　　　３回払い　１回目","2026年3月14日","　３","　１","53,500","　　１８，２７４　　５４，８１６　１，３１６　　３６，５４２"
"","","【消費税課税対象合計】","","","","","１０％対象　　　　　　　１５４円　内消費税　　　　　　１４円"
"","","","","","","","登録番号　Ｔ８０１０００１００００１６"
